five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_2,five_p_cleav_compl_2,five_p_cleav_prob,five_p_cleav_ss,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_2,five_p_non_cleav_compl_2,five_p_non_cleav_prob,five_p_non_cleav_ss,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_2,three_p_cleav_compl_2,three_p_cleav_prob,three_p_cleav_ss,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_2,three_p_non_cleav_compl_2,three_p_non_cleav_prob,three_p_non_cleav_ss
"[1, 2, 1, 0, -1, 0, 1, 0, 1]","[-2, -3, -2, -1]","[1, 0, -1, 0, -1, -2, -3]","[-4, -5, -4, -3, -2, -3, -4]","[0.9992835573752268, 0.9980896721570207, 0.9981649414867264, 0.9999435138712826, 0.9988757809944235, -1, 0.6908792784526571, -1, 0.6152376851341264, 0.6464652160425103, 0.6087425935400145, -1, -1, -1]","[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]","[-1, -2, -1, 0, 1, 2, 1, 0, -1]","[-4, -3, -2, -3, -2]","[3, 2, 1, 0, -1, 0, -1]","[-3, -2, -3, -4, -5, -4, -3, -2]","[0.848180880860036, 0.8703721719978789, -1, 0.8776074219980003, 0.9896189172749785, 0.9984859631205399, 0.9992835573752268, 0.9980896721570207, 0.9981649414867264, 0.9999435138712826, 0.9988757809944235, -1, 0.6908792784526571, -1]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[4, 5, 6, 7, 6, 7]","[-1, 0, 1, 0, -1, -2, -1, 0]","[-4, -5, -6, -7, -6, -7, -6, -5, -6, -7]","[-4, -5, -6, -7, -8]","[-1, 0.6087425935400145, 0.6464652160425103, 0.6152376851341264, -1, 0.6908792784526571, -1, 0.9988757809944235, 0.9999435138712826, 0.9981649414867264, 0.9980896721570207, 0.9992835573752268, 0.9984859631205399, 0.9896189172749785]","[0, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1]","[6, 7, 6, 7, 8, 9, 8]","[0, -1, -2, -1, 0, 1, 0]","[-6, -7, -6, -5, -6, -7, -8, -7, -8]","[-5, -6, -7, -8, -9, -8]","[-1, 0.9988757809944235, 0.9999435138712826, 0.9981649414867264, 0.9980896721570207, 0.9992835573752268, 0.9984859631205399, 0.9896189172749785, 0.8776074219980003, -1, 0.8703721719978789, 0.848180880860036, -1, 0.9979373037155665]","[0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1]"
"[3, 4, 3, 2, 3, 2, 1, 2, 3, 2]","[1, 0, 1, 2]","[-4, -3, -4, -5, -6, -7]","[-2, -3, -2, -3, -2, -1]","[0.9989085259785397, 0.8829970656129851, 0.5365011897866357, -1, 0.8082037931502334, 0.8313478043832359, 0.809644070806771, 0.777375826205088, 0.8001483334960072, -1, -1, -1, -1, -1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[3, 4, 5, 4, 3, 4, 3, 2, 3, 2]","[1, 0, 1, 0, 1, 2]","[-4, -3, -4, -3, -4, -5]","[-2, -3, -2, -3, -2, -3, -2]","[-1, 0.9961116793263576, 0.9947204507732871, -1, 0.9959159072667095, 0.9999223596126335, 0.9989085259785397, 0.8829970656129851, 0.5365011897866357, -1, 0.8082037931502334, 0.8313478043832359, 0.809644070806771, 0.777375826205088]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[2, 1, 2, 3, 2, 3, 2]","[2, 1, 0, 1, 0, 1, 0]","[-7, -8, -7, -8, -7, -8, -7, -8, -7]","[-1, -2, -3, -2, -3]","[-1, -1, 0.8001483334960072, 0.777375826205088, -1, 0.809644070806771, 0.8313478043832359, 0.8082037931502334, 0.5365011897866357, 0.8829970656129851, 0.9989085259785397, 0.9999223596126335, 0.9959159072667095, -1]","[0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0]","[2, 3, 2, 3, 2, 1, 2, 3, 2, 1]","[0, 1, 0, 1, 0, 1]","[-7, -8, -7, -8, -7, -8]","[-2, -3, -2, -3, -2, -3, -4, -3]","[0.8313478043832359, 0.8082037931502334, 0.5365011897866357, 0.8829970656129851, 0.9989085259785397, 0.9999223596126335, 0.9959159072667095, -1, 0.9947204507732871, 0.9961116793263576, -1, 0.9106469104424058, 0.9904789429246112, 0.9976583533098164]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1]"
"[-2, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0]","[-2, -3, -2, -1]","[-5, -4, -5, -6, -7]","[2, 1, 2, 1, 2, 3, 2]","[0.9967197044203718, 0.9306367931109305, 0.8659180195032146, -1, 0.7349373077796971, 0.7405384590878343, 0.7177403679928772, 0.5139771069903929, 0.5285786726184206, -1, -1, 0.2867326515758812, -1, -1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]","[-1, 0, -1, -2, -1, -2, -1, 0, -1]","[-3, -2, -3, -2, -1]","[-4, -3, -4, -5, -4, -5, -6]","[1, 0, 1, 2, 1, 2, 1, 2]","[-1, 0.9585593708246263, 0.9948042693168968, 0.9901619359591595, -1, 0.992371630254847, 0.9967197044203718, 0.9306367931109305, 0.8659180195032146, -1, 0.7349373077796971, 0.7405384590878343, 0.7177403679928772, 0.5139771069903929]","[0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 0, 1, 2, 1]","[-2, -3, -4, -3, -4, -3, -4, -5]","[-9, -8, -9, -8, -9, -8, -9, -8, -7, -6]","[2, 1, 0, 1]","[-1, -1, 0.5285786726184206, 0.5139771069903929, -1, 0.7177403679928772, 0.7405384590878343, 0.7349373077796971, 0.8659180195032146, 0.9306367931109305, 0.9967197044203718, 0.992371630254847, -1, 0.9901619359591595]","[0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1]","[1, 2, 1, 2, 3, 2, 1]","[-4, -3, -4, -3, -4, -5, -4, -3]","[-8, -9, -8, -9, -8, -7, -6, -7, -8]","[1, 0, 1, 0, -1, 0]","[0.7405384590878343, 0.7349373077796971, 0.8659180195032146, 0.9306367931109305, 0.9967197044203718, 0.992371630254847, -1, 0.9901619359591595, 0.9948042693168968, 0.9585593708246263, -1, 0.9344277541040078, 0.99713626561925, 0.9993307389988297]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1]"
"[-3, -2, -1, 0, 1, 0, 1, 2, 1, 2, 3]","[1, 0, -1, 0, -1]","[-7, -6, -5, -6, -5]","[1, 0, -1, -2]","[0.9948420588624558, 0.7471182021241157, 0.53914641146345, 0.6973055571351245, 0.7058292407477291, 0.7076228773769353, 0.6178746656708018, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-2, -1, -2, -3, -2, -1, 0, 1]","[-2, -1, 0, 1, 0, -1, 0, -1]","[-4, -5, -6, -7, -6, -5, -6, -5]","[0, -1, 0, 1, 0, -1, -2]","[0.9988475137726098, 0.9978061739970926, 0.984493403945235, 0.6787749335797589, 0.9523197440769249, 0.9955421486937428, 0.9948420588624558, 0.7471182021241157, 0.53914641146345, 0.6973055571351245, 0.7058292407477291, 0.7076228773769353, 0.6178746656708018, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[2, 3, 2, 3, 2, 1, 0, 1, 2]","[-1, 0, 1, 2, 1]","[-5, -6, -7, -8, -9, -10, -9]","[-2, -1, -2, -1, 0, -1, -2]","[-1, 0.6178746656708018, 0.7076228773769353, 0.7058292407477291, 0.6973055571351245, -1, -1, -1, 0.53914641146345, 0.7471182021241157, 0.9948420588624558, 0.9955421486937428, 0.9523197440769249, 0.6787749335797589]","[0, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1]","[2, 1, 0, 1, 2, 3, 4]","[1, 2, 1, 0, 1, 2]","[-7, -8, -9, -10, -9, -10, -9, -10, -11]","[-2, -1, 0, -1, -2, -3]","[-1, -1, 0.53914641146345, 0.7471182021241157, 0.9948420588624558, 0.9955421486937428, 0.9523197440769249, 0.6787749335797589, -1, -1, 0.984493403945235, 0.9978061739970926, 0.9988475137726098, 0.9991806433163919]","[0, 0, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1]"
"[-4, -3, -2, -3, -4, -5, -6, -5]","[1, 0, -1]","[-9, -10, -9, -8, -7, -8, -9, -10]","[0, -1, -2, -1]","[0.878296652929006, -1, -1, 0.8359641426013492, 0.9749823694588408, 0.9883645982422649, 0.9860481216185815, -1, -1, -1, -1, -1, -1, -1]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-2, -3, -4, -3, -2, -3]","[-1, 0, 1, 2, 1, 0, -1]","[-7, -8, -9, -10, -9, -10, -9, -8, -7, -8]","[-2, -1, 0, -1, -2, -1]","[0.6294835036088432, 0.9429161934462182, 0.9915590786121145, 0.9970944867102974, 0.9999603470274077, 0.9997928620970234, 0.878296652929006, -1, -1, 0.8359641426013492, 0.9749823694588408, 0.9883645982422649, 0.9860481216185815, -1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[-5, -4, -5, -6, -7, -6, -5]","[-1, -2, -1, 0, -1]","[-11, -12, -13, -12, -13, -12, -13, -14, -13]","[-1, 0, 1, 2, 1, 0]","[-1, -1, -1, -1, -1, 0.9860481216185815, 0.9883645982422649, 0.9749823694588408, 0.8359641426013492, 0.878296652929006, 0.9997928620970234, 0.9999603470274077, 0.9970944867102974, 0.9915590786121145]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-5, -6, -7, -6, -5, -4, -3]","[-1, -2, -1, 0, -1, -2, -3, -2]","[-13, -12, -13, -14, -13, -14, -13, -12, -13]","[0, 1, 2, 1, 0, -1]","[0.9883645982422649, 0.9749823694588408, 0.8359641426013492, 0.878296652929006, 0.9997928620970234, 0.9999603470274077, 0.9970944867102974, 0.9915590786121145, 0.9429161934462182, -1, 0.6294835036088432, 0.6361029503016197, -1, 0.9420239734505544]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1]"
"[2, 3, 4, 3, 2, 3, 4]","[6, 5, 4, 3, 4, 5]","[-9, -8, -9, -10, -11, -10, -9, -10, -11]","[-3, -4, -5, -6, -7, -8]","[0.9998655865213214, 0.988755174912732, 0.6340624433609842, -1, -1, -1, -1, 0.5408296191615816, 0.6017106380103239, 0.6055910750479526, 0.6062273091030959, 0.6056375172884649, 0.5941711980438332, 0.4826798765145974]","[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[5, 4, 3, 2, 3, 4, 3]","[3, 4, 5, 6, 5, 4]","[-6, -7, -8, -9, -8, -9, -10, -11, -10]","[-6, -5, -4, -3, -4, -5]","[0.6361015174027906, 0.6294820437626497, 0.9429201822570321, 0.9915632805535525, 0.9970987422366685, 0.9999650235231149, 0.9998655865213214, 0.988755174912732, 0.6340624433609842, -1, -1, -1, -1, 0.5408296191615816]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[5, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 6, 5]","[-15, -16, -17, -16, -17, -18, -17]","[-9, -10, -9, -10, -9, -10, -11]","[0.6062273091030959, 0.6055910750479526, 0.6017106380103239, 0.5408296191615816, -1, -1, -1, -1, 0.6340624433609842, 0.988755174912732, 0.9998655865213214, 0.9999650235231149, 0.9970987422366685, 0.9915632805535525]","[-1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1]","[3, 2, 1, 2, 3, 4, 5]","[5, 6, 5, 4, 3, 4]","[-17, -16, -17, -18, -17, -18, -17, -16, -17]","[-9, -10, -9, -10, -11, -12]","[-1, -1, 0.6340624433609842, 0.988755174912732, 0.9998655865213214, 0.9999650235231149, 0.9970987422366685, 0.9915632805535525, 0.9429201822570321, -1, 0.6294820437626497, 0.6361015174027906, -1, 0.9420237849774373]","[0, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1]"
"[1, 2, 1, 0, 1, 0, -1, 0, -1]","[1, 0, 1]","[-4, -3, -4, -5, -6, -7, -8]","[-2, -3, -2, -3, -2]","[0.9988661469733905, 0.8722071495421811, 0.49473753761945166, -1, 0.8793931847682508, 0.9065216144428571, 0.8983075381201384, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 2, 1, 2, 1, 0, 1, 0]","[-1, 0, 1, 0, 1]","[-2, -3, -4, -3, -4, -5]","[0, -1, -2, -3, -2, -3, -2, -3, -2]","[0.9982997714305336, 0.9988822775607128, 0.9976802084164476, 0.9980947498315819, 0.9994720502062834, 0.9999701701465141, 0.9988661469733905, 0.8722071495421811, 0.49473753761945166, -1, 0.8793931847682508, 0.9065216144428571, 0.8983075381201384, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[0, -1, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 0, -1]","[-8, -9, -10, -11, -10, -11, -10, -11, -10, -11]","[-2, -3, -2, -3]","[-1, -1, -1, -1, -1, 0.8983075381201384, 0.9065216144428571, 0.8793931847682508, 0.49473753761945166, 0.8722071495421811, 0.9988661469733905, 0.9999701701465141, 0.9994720502062834, 0.9980947498315819]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 0, 1, 2, 1, 2, 1]","[0, 1, 0, 1, 0, -1, 0, 1]","[-10, -11, -10, -11, -10, -11, -12, -13]","[-2, -3, -2, -3, -4, -5, -6, -5]","[0.9065216144428571, 0.8793931847682508, 0.49473753761945166, 0.8722071495421811, 0.9988661469733905, 0.9999701701465141, 0.9994720502062834, 0.9980947498315819, 0.9976802084164476, 0.9988822775607128, 0.9982997714305336, 0.9987296585213609, 0.9993855846163794, 0.9999786798842338]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[-3, -2, -3, -4, -3, -4, -5, -4]","[-3, -2, -1, 0, -1, -2, -1]","[-3, -4, -5, -6, -5, -6, -7, -8]","[0, 1, 2, 1, 2, 1]","[-1, 0.9765244695865228, 0.9998546263553562, 0.9990077817840336, 0.9987020584445931, 0.9976475426365999, -1, 0.9506122773557211, 0.9369392354188464, 0.7542872616690368, 0.4639169785532362, -1, 0.7859227407345178, 0.5950839970967599]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]","[-3, -2, -3, -2, -3, -2, -3, -4, -3]","[-3, -4, -3, -2, -1, 0, -1]","[-3, -2, -3, -4, -5, -6, -5]","[-1, 0, -1, 0, 1, 2]","[-1, 0.9983274234532284, 0.9995791170845064, 0.9999532298678977, 0.9994001487302137, 0.9948119270217323, -1, 0.9765244695865228, 0.9998546263553562, 0.9990077817840336, 0.9987020584445931, 0.9976475426365999, -1, 0.9506122773557211]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[-3, -2, -3, -4, -3, -2, -1]","[-1, 0, -1, -2, -3, -4, -5]","[-9, -8, -9, -8, -9, -8, -7, -6, -5]","[1, 0, -1, 0, -1, -2, -3]","[-1, 0.5950839970967599, 0.7859227407345178, 0.4639169785532362, 0.7542872616690368, 0.9369392354188464, 0.9506122773557211, 0.9976475426365999, 0.9987020584445931, 0.9990077817840336, 0.9998546263553562, 0.9765244695865228, -1, 0.9948119270217323]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]","[-3, -4, -3, -2, -1, 0, -1, -2, -1]","[-2, -3, -4, -5, -4, -5]","[-9, -8, -7, -6, -5, -6, -5]","[-1, 0, -1, -2, -3, -4, -3, -2, -3]","[0.9506122773557211, 0.9976475426365999, 0.9987020584445931, 0.9990077817840336, 0.9998546263553562, 0.9765244695865228, -1, 0.9948119270217323, 0.9994001487302137, 0.9999532298678977, 0.9995791170845064, 0.9983274234532284, 0.989960436229787, 0.998382109606684]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"[-5, -4, -5, -4, -5, -6]","[-1, -2, -1, 0, 1, 0]","[0, 1, 0, -1, -2, -3, -4, -3, -2, -3]","[1, 2, 1, 2]","[-1, 0.9996896683281105, 0.9999340916252112, 0.9985212280977185, 0.9950361913210277, 0.9875542054417277, 0.9262866726899961, -1, 0.5896603825446651, 0.3418796660657967, -1, -1, -1, -1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[-3, -4, -5, -6, -5, -4, -5, -4]","[-1, 0, -1, -2, -1, 0, 1]","[0, -1, 0, 1, 0, -1, -2, -3]","[1, 0, 1, 2, 1, 2, 1]","[0.7140045120748828, 0.9853429162281652, 0.9999002229970939, 0.9999784989464683, 0.9985230162420197, 0.4962958663416932, -1, 0.9996896683281105, 0.9999340916252112, 0.9985212280977185, 0.9950361913210277, 0.9875542054417277, 0.9262866726899961, -1]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-5, -4, -5, -4, -3, -2, -3, -4]","[0, -1, 0, -1, 0, -1]","[-2, -1, 0, 1, 0, 1, 0, 1]","[2, 1, 0, -1, -2, -1, 0]","[-1, -1, -1, 0.3418796660657967, 0.5896603825446651, 0.9262866726899961, 0.9875542054417277, 0.9950361913210277, 0.9985212280977185, 0.9999340916252112, 0.9996896683281105, 0.4962958663416932, 0.9985230162420197, 0.9999784989464683]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-5, -4, -3, -2, -3, -4, -3, -4, -5]","[0, -1, 0, -1, -2, -3, -2]","[0, 1, 0, 1, 2, 1, 0]","[1, 0, -1, -2, -1, 0, -1, 0]","[0.9875542054417277, 0.9950361913210277, 0.9985212280977185, 0.9999340916252112, 0.9996896683281105, 0.4962958663416932, 0.9985230162420197, 0.9999784989464683, 0.9999002229970939, 0.9853429162281652, -1, 0.7140045120748828, 0.9066225431040954, 0.9998061366794607]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"[-11, -12, -13, -14, -13, -14]","[0, 1, 2, 3]","[0, -1, -2, -3, -2, -3, -4, -3, -2, -3]","[4, 5, 6, 5, 6]","[0.9833571317775869, -1, 0.9278449636641741, 0.9972110123677013, 0.9966666581317147, 0.9940481257064266, 0.9878273499945615, 0.9499166752844045, -1, -1, -1, -1, -1, -1]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[-8, -9, -10, -11, -12, -11, -12, -13, -14, -13, -14]","[-1, 0, 1, 2, 3]","[1, 0, -1, -2, -3]","[4, 5, 6, 5, 4, 5, 6, 5, 6]","[0.999925466216316, 0.9997312735853835, -1, 0.9870588030830817, 0.9984317002173092, 0.9979492881183611, 0.9833571317775869, -1, 0.9278449636641741, 0.9972110123677013, 0.9966666581317147, 0.9940481257064266, 0.9878273499945615, 0.9499166752844045]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[-14, -15, -14, -13, -12, -11, -10, -9]","[3, 2, 3, 2, 1, 2]","[-3, -4, -3, -2, -3, -2, -1, -2]","[6, 5, 4, 3, 2]","[-1, -1, -1, -1, 0.9499166752844045, 0.9878273499945615, 0.9940481257064266, 0.9966666581317147, 0.9972110123677013, 0.9278449636641741, -1, 0.9833571317775869, 0.9979492881183611, 0.9984317002173092]","[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]","[-13, -12, -11, -10, -9, -10, -9, -10]","[2, 3, 2, 1, 2, 1, 0, -1]","[-2, -3, -2, -1, -2, -3, -2, -1]","[5, 4, 3, 2, 1, 2]","[0.9940481257064266, 0.9966666581317147, 0.9972110123677013, 0.9278449636641741, -1, 0.9833571317775869, 0.9979492881183611, 0.9984317002173092, 0.9870588030830817, -1, 0.9997312735853835, 0.999925466216316, 0.9985952695581742, 0.9964332211589295]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"[-3, -2, -1, -2, -1]","[-2, -3, -4, -3]","[2, 1, 0, 1, 0, -1, 0, -1, 0, -1, -2]","[0, -1, 0]","[-1, -1, 0.8496880915221768, 0.9969291285947414, 0.9983383733965391, 0.9974943040601676, 0.8904208835262158, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[-3, -2, -3, -4, -3, -2, -1, -2]","[-2, -3, -2, -3, -4, -3]","[2, 3, 2, 1, 0, 1, 0, -1]","[2, 1, 0, 1, 0, -1, 0]","[0.9988624560511757, 0.9990253435122967, 0.9999623628822991, 0.99948040976156, 0.9995802524212193, 0.9595036004029642, -1, -1, 0.8496880915221768, 0.9969291285947414, 0.9983383733965391, 0.9974943040601676, 0.8904208835262158, -1]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[-1, 0, 1, 2, 1, 0, 1]","[-3, -4, -3, -2, -3]","[-3, -4, -3, -2, -1, -2, -1, -2, -1]","[0, -1, 0, -1, -2]","[-1, -1, -1, -1, -1, 0.8904208835262158, 0.9974943040601676, 0.9983383733965391, 0.9969291285947414, 0.8496880915221768, -1, 0.9595036004029642, 0.9995802524212193, 0.99948040976156]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1]","[2, 1, 0, 1, 0, 1, 0]","[-3, -4, -3, -2, -3, -4, -3, -4]","[-2, -1, -2, -1, -2, -1, -2, -3, -2]","[-1, 0, -1, -2, -1, -2, -1]","[0.9974943040601676, 0.9983383733965391, 0.9969291285947414, 0.8496880915221768, -1, 0.9595036004029642, 0.9995802524212193, 0.99948040976156, 0.9999623628822991, 0.9990253435122967, 0.9988624560511757, 0.9999569252284004, 0.9994068911504774, 0.9965464030664161]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[-3, -2, -1, 0, 1, 0, -1, -2]","[-6, -7, -8, -9, -8]","[4, 5, 6, 5, 4, 3, 2, 1]","[1, 0, -1, -2, -3]","[-1, 0.7599747988286274, 0.8086725997723896, 0.8091048607525255, 0.8097169151561203, 0.8006913287018947, 0.7267482434766975, -1, -1, -1, -1, -1, 0.7267482434766975, 0.8006913287018947]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, -1, -1]","[-3, -2, -3, -4, -3, -2, -1, 0, 1, 0]","[-4, -5, -6, -7, -8]","[4, 5, 4, 5, 6, 5]","[2, 1, 2, 1, 0, -1, -2, -3]","[0.779151842722748, 0.7793694736394533, 0.7786120530328605, 0.7225961163106255, 0.3092761723564521, -1, -1, 0.7599747988286274, 0.8086725997723896, 0.8091048607525255, 0.8097169151561203, 0.8006913287018947, 0.7267482434766975, -1]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[-3, -4, -3, -2, -3, -4, -3]","[-8, -7, -6, -7, -8, -7, -8]","[1, 0, -1, 0, 1, 0, 1, 0, 1]","[-2, -1, -2, -1, -2]","[0.8091048607525255, 0.8086725997723896, 0.7599747988286274, -1, -1, -1, -1, 0.3092761723564521, 0.7225961163106255, 0.7786120530328605, 0.7793694736394533, 0.779151842722748, 0.7793597160395457, 0.7789885540031235]","[-1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","[-2, -3, -4, -3, -4, -3, -4]","[-6, -7, -8, -7, -8, -7]","[0, 1, 0, 1, 0, 1, 0, -1, 0]","[-1, -2, -1, -2, -1, -2]","[-1, 0.3092761723564521, 0.7225961163106255, 0.7786120530328605, 0.7793694736394533, 0.779151842722748, 0.7793597160395457, 0.7789885540031235, 0.7791557032935108, 0.7465469804431808, -1, -1, -1, 0.36915178528144754]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1]"
"[-8, -9, -8, -7, -8, -9, -10, -9, -10]","[-5, -6, -5, -6, -7]","[-1, 0, -1, -2, -1, -2, -1]","[3, 4, 3, 2, 1, 2]","[0.9392913559241931, 0.959021845364914, 0.9539970270357709, 0.9002067666258667, 0.5254867266188918, -1, -1, 0.18172315776034695, 0.20096283429758915, 0.19731523035890686, 0.22254394279507322, -1, -1, -1]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[-7, -6, -7, -8, -9, -8, -7, -8]","[-4, -5, -6, -5, -6]","[0, 1, 0, -1, 0, -1, -2, -1]","[3, 2, 3, 4, 3, 2]","[0.9600470547320711, 0.9587473289552833, -1, -1, 0.5609828563368748, -1, 0.9392913559241931, 0.959021845364914, 0.9539970270357709, 0.9002067666258667, 0.5254867266188918, -1, -1, 0.18172315776034695]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[-11, -12, -13, -14, -13, -14, -13]","[-7, -8, -9, -8, -7, -8]","[-1, 0, 1, 2, 1, 2, 1, 0, 1]","[2, 1, 2, 1, 2]","[-1, -1, 0.22254394279507322, 0.19731523035890686, 0.20096283429758915, 0.18172315776034695, -1, -1, 0.5254867266188918, 0.9002067666258667, 0.9539970270357709, 0.959021845364914, 0.9392913559241931, -1]","[0, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0]","[-13, -14, -13, -14, -13, -14]","[-9, -8, -7, -8, -9, -8, -9]","[1, 2, 1, 0, 1, 2, 1, 0, -1, 0]","[2, 1, 2, 3]","[-1, -1, 0.5254867266188918, 0.9002067666258667, 0.9539970270357709, 0.959021845364914, 0.9392913559241931, -1, 0.5609828563368748, -1, -1, 0.9587473289552833, 0.9600470547320711, 0.9603498144516155]","[0, 0, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1]"
