five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_prob,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_prob,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_prob,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_prob
"[4, 6, 4, 2, 3, 4, 3, 4, 2, 0, 2, 4, 5, 7, 5]","[-3, -4.998567114750454, -4.000477442593433, -2.0041475596199803, -3.0040910734912627, -4.0029668544856865, -4.0029668544856865, -4.693846132938344, -4.693846132938344, -3.4633707626700905, -4.756301194755111, -5.97378638183514, -5.97378638183514, -5.97378638183514, -5.97378638183514]","[0.9992835573752268, 0.9980896721570207, 0.9981649414867264, 0.9999435138712826, 0.9988757809944235, -1, 0.6908792784526571, -1, 0.6152376851341264, 0.6464652160425103, 0.6087425935400145, -1, -1, -1]","[1, 2, 0, 2, 4, 6, 4, 6, 4, 2, 3, 4, 3, 4, 2]","[-2, -2.8481808808600357, -1.1074365368642782, -1.1074365368642782, -2.862651380860279, -4.8418892154102355, -2.844917289169156, -4.84348440391961, -3.845394731762589, -1.8490648487891364, -2.849008362660419, -3.8478841436548423, -3.8478841436548423, -4.5387634221074995, -4.5387634221074995]","[0.848180880860036, 0.8703721719978789, -1, 0.8776074219980003, 0.9896189172749785, 0.9984859631205399, 0.9992835573752268, 0.9980896721570207, 0.9981649414867264, 0.9999435138712826, 0.9988757809944235, -1, 0.6908792784526571, -1]","[6, 8, 6, 4, 6, 4, 3, 1, 0, -1, 1, 2, 0, 2, 0]","[-7, -7, -5.782514812919971, -4.48958438083495, -5.720059751103204, -5.720059751103204, -5.0291804726505465, -5.0291804726505465, -4.030304691656123, -3.0303611777848403, -5.026691060758293, -7.022870405072334, -5.024303290321881, -7.021275216562961, -5.042037382013004]","[-1, 0.6087425935400145, 0.6464652160425103, 0.6152376851341264, -1, 0.6908792784526571, -1, 0.9988757809944235, 0.9999435138712826, 0.9981649414867264, 0.9980896721570207, 0.9992835573752268, 0.9984859631205399, 0.9896189172749785]","[3, 1, 0, -1, 1, 2, 0, 2, 0, -2, 0, 2, 1, -1, 0]","[-4, -4, -3.0011242190055762, -2.001180705134294, -3.9975105881077466, -5.993689932421788, -3.9951228176713345, -5.992094743912414, -4.0128569093624575, -2.257642065366457, -2.257642065366457, -3.9983864093622143, -3.1502055285021786, -3.1502055285021786, -4.148142832217745]","[-1, 0.9988757809944235, 0.9999435138712826, 0.9981649414867264, 0.9980896721570207, 0.9992835573752268, 0.9984859631205399, 0.9896189172749785, 0.8776074219980003, -1, 0.8703721719978789, 0.848180880860036, -1, 0.9979373037155665]"
"[7, 6, 8, 9, 10, 8, 10, 11, 9, 10, 12, 10, 12, 10, 11]","[-2, -1.0010914740214603, -2.7670856052474306, -3.3035867950340663, -3.3035867950340663, -1.6871792087335995, -3.349874817500071, -4.159518888306842, -2.604767235896666, -3.4049155693926734, -3.4049155693926734, -3.4049155693926734, -3.4049155693926734, -3.4049155693926734, -3.4049155693926734]","[0.9989085259785397, 0.8829970656129851, 0.5365011897866357, -1, 0.8082037931502334, 0.8313478043832359, 0.809644070806771, 0.777375826205088, 0.8001483334960072, -1, -1, -1, -1, -1]","[4, 6, 5, 7, 8, 6, 7, 6, 8, 9, 10, 8, 10, 11, 9]","[-2, -2, -1.0038883206736424, -2.9933292222202166, -2.9933292222202166, -1.0014974076867975, -2.001419767299431, -1.0025112413208914, -2.7685053725468616, -3.305006562333497, -3.305006562333497, -1.6885989760330304, -3.3512945847995024, -4.160938655606273, -2.606187003196097]","[-1, 0.9961116793263576, 0.9947204507732871, -1, 0.9959159072667095, 0.9999223596126335, 0.9989085259785397, 0.8829970656129851, 0.5365011897866357, -1, 0.8082037931502334, 0.8313478043832359, 0.809644070806771, 0.777375826205088]","[11, 9, 10, 9, 11, 9, 8, 6, 8, 7, 5, 6, 5, 7, 8]","[-4, -4, -4, -3.1998516665039927, -4.754603318914169, -4.754603318914169, -3.9449592481073976, -2.2822636393409264, -3.898671225641393, -3.3621700358547573, -1.5961759046287871, -2.5950844306073266, -1.5951620709946934, -3.5869938855281127, -3.5869938855281127]","[-1, -1, 0.8001483334960072, 0.777375826205088, -1, 0.809644070806771, 0.8313478043832359, 0.8082037931502334, 0.5365011897866357, 0.8829970656129851, 0.9989085259785397, 0.9999223596126335, 0.9959159072667095, -1]","[8, 6, 8, 7, 5, 6, 5, 7, 8, 6, 7, 9, 11, 12, 13]","[-4, -2.3373043912335283, -3.9537119775339953, -3.417210787747359, -1.651216656521389, -2.650125182499929, -1.6502028228872954, -3.642034637420714, -3.642034637420714, -1.6525937358741403, -2.6487054152004976, -2.6487054152004976, -4.469999236085309, -6.450957121934532, -7.448615475244348]","[0.8313478043832359, 0.8082037931502334, 0.5365011897866357, 0.8829970656129851, 0.9989085259785397, 0.9999223596126335, 0.9959159072667095, -1, 0.9947204507732871, 0.9961116793263576, -1, 0.9106469104424058, 0.9904789429246112, 0.9976583533098164]"
"[-5, -6, -4, -3, -1, -3, -1, 0, -2, -1, 1, 3, 4, 2, 4]","[-6, -5.0032802955796285, -6.8645538818014895, -7.730471901304703, -7.730471901304703, -6.26059728574531, -7.7416742039209785, -8.459414571913856, -7.431460357933069, -7.96003903055149, -7.96003903055149, -7.96003903055149, -8.533504333703252, -8.533504333703252, -8.533504333703252]","[0.9967197044203718, 0.9306367931109305, 0.8659180195032146, -1, 0.7349373077796971, 0.7405384590878343, 0.7177403679928772, 0.5139771069903929, 0.5285786726184206, -1, -1, 0.2867326515758812, -1, -1]","[-4, -5, -7, -5, -4, -6, -5, -6, -4, -3, -1, -3, -1, 0, -2]","[-4, -4, -2.0828812583507474, -4.0724897969845415, -5.062651732943701, -5.062651732943701, -6.055023363198547, -5.058303658778176, -6.919577245000037, -7.785495264503251, -7.785495264503251, -6.315620648943857, -7.7966975671195256, -8.514437935112403, -7.486483721131616]","[-1, 0.9585593708246263, 0.9948042693168968, 0.9901619359591595, -1, 0.992371630254847, 0.9967197044203718, 0.9306367931109305, 0.8659180195032146, -1, 0.7349373077796971, 0.7405384590878343, 0.7177403679928772, 0.5139771069903929]","[3, 5, 6, 5, 7, 5, 4, 2, 4, 3, 1, 2, 1, 0, -1]","[-9, -9, -9, -8.471421327381579, -9.499375541362365, -9.499375541362365, -8.781635173369487, -7.3005582551938195, -8.770432870753213, -7.904514851249999, -6.043241265028138, -7.03996096944851, -6.047589339193664, -6.047589339193664, -5.057427403234504]","[-1, -1, 0.5285786726184206, 0.5139771069903929, -1, 0.7177403679928772, 0.7405384590878343, 0.7349373077796971, 0.8659180195032146, 0.9306367931109305, 0.9967197044203718, 0.992371630254847, -1, 0.9901619359591595]","[4, 2, 4, 3, 1, 2, 1, 0, -1, -3, -1, 1, 2, 0, 1]","[-9, -7.518923081824331, -8.988797697383726, -8.122879677880512, -6.26160609165865, -7.258325796079022, -6.265954165824175, -6.265954165824175, -5.275792229865015, -3.286183691231222, -5.2033024328804744, -5.2033024328804744, -7.07215794108849, -5.077885409849991, -6.077216148848819]","[0.7405384590878343, 0.7349373077796971, 0.8659180195032146, 0.9306367931109305, 0.9967197044203718, 0.992371630254847, -1, 0.9901619359591595, 0.9948042693168968, 0.9585593708246263, -1, 0.9344277541040078, 0.99713626561925, 0.9993307389988297]"
"[-14, -15, -13, -14, -16, -14, -15, -13, -11, -10, -8, -6, -5, -3, -1]","[7, 7.994842058862456, 6.500605654614224, 7.039752066077674, 8.434363180347923, 7.022704698852465, 7.730327576229401, 6.494578244887797, 6.494578244887797, 6.494578244887797, 6.494578244887797, 6.494578244887797, 6.494578244887797, 6.494578244887797, 6.494578244887797]","[0.9948420588624558, 0.7471182021241157, 0.53914641146345, 0.6973055571351245, 0.7058292407477291, 0.7076228773769353, 0.6178746656708018, -1, -1, -1, -1, -1, -1, -1]","[-12, -14, -12, -11, -13, -15, -14, -15, -13, -14, -16, -14, -15, -13, -11]","[5, 6.99769502754522, 5.002082679551035, 4.0175892756058, 5.375139142765318, 7.279778630919167, 6.284236482225424, 7.27907854108788, 5.784842136839648, 6.323988548303099, 7.7185996625733475, 6.306941181077889, 7.014564058454825, 5.778814727113221, 5.778814727113221]","[0.9988475137726098, 0.9978061739970926, 0.984493403945235, 0.6787749335797589, 0.9523197440769249, 0.9955421486937428, 0.9948420588624558, 0.7471182021241157, 0.53914641146345, 0.6973055571351245, 0.7058292407477291, 0.7076228773769353, 0.6178746656708018, -1]","[-3, -1, -3, -2, -4, -2, -1, -3, -5, -4, -6, -5, -6, -4, -2]","[6, 6, 7.235749331341603, 6.528126453964669, 7.939784935460127, 6.545173821189877, 6.545173821189877, 6.545173821189877, 6.545173821189877, 6.0060274097264275, 7.500263813974659, 6.505421755112203, 7.500963903805946, 5.596324415652097, 4.238774548492579]","[-1, 0.6178746656708018, 0.7076228773769353, 0.7058292407477291, 0.6973055571351245, -1, -1, -1, 0.53914641146345, 0.7471182021241157, 0.9948420588624558, 0.9955421486937428, 0.9523197440769249, 0.6787749335797589]","[-1, -3, -5, -4, -6, -5, -6, -4, -2, 0, -2, -3, -5, -3, -5]","[7, 7, 7, 6.46085358853655, 7.955089992784782, 6.960247933922326, 7.955790082616068, 6.051150594462219, 4.693600727302701, 4.693600727302701, 4.693600727302701, 5.678094131247936, 7.673706479242121, 5.676011451696901, 7.674372738329685]","[-1, -1, 0.53914641146345, 0.7471182021241157, 0.9948420588624558, 0.9955421486937428, 0.9523197440769249, 0.6787749335797589, -1, -1, 0.984493403945235, 0.9978061739970926, 0.9988475137726098, 0.9991806433163919]"
"[-17, -15, -17, -18, -19, -17, -16, -17, -19, -18, -20, -19, -21, -20, -18]","[8, 6.243406694141988, 6.243406694141988, 6.243406694141988, 7.079370836743337, 5.1294060978256555, 4.141041499583391, 5.127089621201972, 5.127089621201972, 5.127089621201972, 5.127089621201972, 5.127089621201972, 5.127089621201972, 5.127089621201972, 5.127089621201972]","[0.878296652929006, -1, -1, 0.8359641426013492, 0.9749823694588408, 0.9883645982422649, 0.9860481216185815, -1, -1, -1, -1, -1, -1, -1]","[-12, -11, -13, -15, -17, -16, -17, -15, -17, -18, -19, -17, -16, -17, -19]","[3, 2.370516496391157, 4.256348883283593, 6.239467040507822, 8.233656013928417, 7.23369566690101, 8.233488528998034, 6.476895223140021, 6.476895223140021, 6.476895223140021, 7.31285936574137, 5.362894626823689, 4.3745300285814235, 5.360578150200006, 5.360578150200006]","[0.6294835036088432, 0.9429161934462182, 0.9915590786121145, 0.9970944867102974, 0.9999603470274077, 0.9997928620970234, 0.878296652929006, -1, -1, 0.8359641426013492, 0.9749823694588408, 0.9883645982422649, 0.9860481216185815, -1]","[-20, -18, -20, -22, -23, -25, -24, -25, -27, -26, -28, -27, -28, -26, -24]","[5, 5, 5, 5, 5, 5, 4.013951878381419, 5.002316476623683, 6.952281215541365, 6.116317072940015, 7.872910378798028, 6.873117516701004, 7.873077863728412, 5.878888890307817, 3.8957707330835882]","[-1, -1, -1, -1, -1, 0.9860481216185815, 0.9883645982422649, 0.9749823694588408, 0.8359641426013492, 0.878296652929006, 0.9997928620970234, 0.9999603470274077, 0.9970944867102974, 0.9915590786121145]","[-24, -25, -27, -26, -28, -27, -28, -26, -24, -22, -24, -25, -26, -24, -26]","[4, 4.988364598242265, 6.938329337159947, 6.1023651945585975, 7.85895850041661, 6.8591656383195865, 7.859125985346994, 5.864937011926399, 3.8818188547021704, 1.9959864678097334, 1.9959864678097334, 2.6254699714185765, 3.2615729217201963, 3.2615729217201963, 5.145620868621306]","[0.9883645982422649, 0.9749823694588408, 0.8359641426013492, 0.878296652929006, 0.9997928620970234, 0.9999603470274077, 0.9970944867102974, 0.9915590786121145, 0.9429161934462182, -1, 0.6294835036088432, 0.6361029503016197, -1, 0.9420239734505544]"
"[-11, -12, -10, -12, -14, -16, -17, -15, -14, -15, -14, -16, -14, -16, -14]","[6, 6.999865586521321, 5.022355236695858, 5.656417680056841, 5.656417680056841, 5.656417680056841, 5.656417680056841, 5.656417680056841, 4.574758441733678, 5.1764690797440025, 3.965286929648097, 5.177741547854289, 3.966466513277359, 5.154808909365025, 4.189449156335831]","[0.9998655865213214, 0.988755174912732, 0.6340624433609842, -1, -1, -1, -1, 0.5408296191615816, 0.6017106380103239, 0.6055910750479526, 0.6062273091030959, 0.6056375172884649, 0.5941711980438332, 0.4826798765145974]","[-8, -7, -6, -8, -10, -12, -11, -12, -10, -12, -14, -16, -17, -15, -14]","[3, 2.363898482597209, 1.7344164388345598, 3.620256803348624, 5.603383364455729, 7.5975808489290655, 6.597615825405951, 7.597481411927272, 5.619971062101808, 6.254033505462791, 6.254033505462791, 6.254033505462791, 6.254033505462791, 6.254033505462791, 5.172374267139629]","[0.6361015174027906, 0.6294820437626497, 0.9429201822570321, 0.9915632805535525, 0.9970987422366685, 0.9999650235231149, 0.9998655865213214, 0.988755174912732, 0.6340624433609842, -1, -1, -1, -1, 0.5408296191615816]","[-17, -15, -17, -16, -18, -17, -16, -17, -19, -18, -20, -19, -20, -18, -16]","[5, 3.7875453817938083, 4.393136456841761, 3.791425818831437, 4.332255437993019, 4.332255437993019, 4.332255437993019, 4.332255437993019, 4.332255437993019, 3.0641305512710506, 5.041640901096514, 4.041775314575193, 5.0417403380983075, 3.0475428536249707, 1.064416292517866]","[0.6062273091030959, 0.6055910750479526, 0.6017106380103239, 0.5408296191615816, -1, -1, -1, -1, 0.6340624433609842, 0.988755174912732, 0.9998655865213214, 0.9999650235231149, 0.9970987422366685, 0.9915632805535525]","[-16, -17, -19, -18, -20, -19, -20, -18, -16, -14, -16, -17, -18, -16, -18]","[4, 4, 4, 2.731875113278032, 4.709385463103496, 3.709519876582174, 4.70948490010529, 2.715287415631952, 0.7321608545248472, -1.1536795099892174, -1.1536795099892174, -0.5241974662265676, 0.11190405117622326, 0.11190405117622326, 1.995951621131098]","[-1, -1, 0.6340624433609842, 0.988755174912732, 0.9998655865213214, 0.9999650235231149, 0.9970987422366685, 0.9915632805535525, 0.9429201822570321, -1, 0.6294820437626497, 0.6361015174027906, -1, 0.9420237849774373]"
"[3, 2, 4, 5, 6, 4, 6, 7, 5, 6, 4, 2, 0, 2, 3]","[-5, -4.00113385302661, -5.745548152110972, -6.240285689730424, -6.240285689730424, -4.481499320193922, -6.294542549079636, -7.1928500871997745, -7.1928500871997745, -7.1928500871997745, -7.1928500871997745, -7.1928500871997745, -7.1928500871997745, -7.1928500871997745, -7.1928500871997745]","[0.9988661469733905, 0.8722071495421811, 0.49473753761945166, -1, 0.8793931847682508, 0.9065216144428571, 0.8983075381201384, -1, -1, -1, -1, -1, -1, -1]","[1, 3, 1, 3, 4, 2, 3, 2, 4, 5, 6, 4, 6, 7, 5]","[-2, -3.996599542861067, -1.9988349877396416, -3.9941954045725367, -5.9903849042357, -3.9914408038231333, -4.991410973969648, -3.9925448269962573, -5.736959126080619, -6.231696663700071, -6.231696663700071, -4.47291029416357, -6.285953523049284, -7.184261061169423, -7.184261061169423]","[0.9982997714305336, 0.9988822775607128, 0.9976802084164476, 0.9980947498315819, 0.9994720502062834, 0.9999701701465141, 0.9988661469733905, 0.8722071495421811, 0.49473753761945166, -1, 0.8793931847682508, 0.9065216144428571, 0.8983075381201384, -1]","[2, 3, 1, -1, 1, -1, -2, -4, -2, -3, -5, -4, -5, -3, -5]","[-8, -8, -8, -8, -8, -8, -7.101692461879861, -5.288649232994148, -7.0474356025306495, -6.552698064911198, -4.808283765826835, -5.8071499128002255, -4.8071797426537115, -6.8061238430662785, -5.808029093234696]","[-1, -1, -1, -1, -1, 0.8983075381201384, 0.9065216144428571, 0.8793931847682508, 0.49473753761945166, 0.8722071495421811, 0.9988661469733905, 0.9999701701465141, 0.9994720502062834, 0.9980947498315819]","[-2, -4, -2, -3, -5, -4, -5, -3, -5, -7, -5, -7, -6, -4, -3]","[-7, -5.186956771114286, -6.945743140650787, -6.451005603031335, -4.706591303946974, -5.705457450920364, -4.70548728077385, -6.704431381186417, -5.706336631354835, -3.71097621452194, -5.708740769643366, -3.712141226782298, -5.70960054382502, -7.708371713057779, -8.708350392942013]","[0.9065216144428571, 0.8793931847682508, 0.49473753761945166, 0.8722071495421811, 0.9988661469733905, 0.9999701701465141, 0.9994720502062834, 0.9980947498315819, 0.9976802084164476, 0.9988822775607128, 0.9982997714305336, 0.9987296585213609, 0.9993855846163794, 0.9999786798842338]"
"[-3, -1, -3, -2, -4, -6, -5, -3, -4, -6, -5, -7, -9, -8, -6]","[0, 0, 1.9530489391730457, 0.9531943128176895, 2.951209876385757, 4.948613993274943, 3.9509664506383433, 3.9509664506383433, 4.901578727994064, 5.83851796341291, 4.329943440074836, 5.257777397181309, 5.257777397181309, 4.471854656446792, 3.281686662253272]","[-1, 0.9765244695865228, 0.9998546263553562, 0.9990077817840336, 0.9987020584445931, 0.9976475426365999, -1, 0.9506122773557211, 0.9369392354188464, 0.7542872616690368, 0.4639169785532362, -1, 0.7859227407345178, 0.5950839970967599]","[-6, -4, -3, -1, -2, -4, -3, -1, -3, -2, -4, -6, -5, -3, -4]","[1, 1, 0.0016725765467715537, -1.9974856576222413, -0.9975324277543436, 1.0012678697060837, 0.006455942684351457, 0.006455942684351457, 1.9595048818573972, 0.959650255502041, 2.957665819070108, 4.955069935959294, 3.9574223933226946, 3.9574223933226946, 4.908034670678416]","[-1, 0.9983274234532284, 0.9995791170845064, 0.9999532298678977, 0.9994001487302137, 0.9948119270217323, -1, 0.9765244695865228, 0.9998546263553562, 0.9990077817840336, 0.9987020584445931, 0.9976475426365999, -1, 0.9506122773557211]","[-6, -7, -9, -10, -8, -10, -9, -8, -9, -7, -5, -6, -4, -5, -6]","[3, 3, 4.190167994193519, 4.976090734928038, 4.048256777821566, 4.802544039490602, 2.9286655686529093, 1.9780532912971882, 2.975700833933788, 0.9782967170446017, -1.0197188465234657, -0.019864220168109625, -1.9729131593411555, -1.9729131593411555, -0.9781012323194234]","[-1, 0.5950839970967599, 0.7859227407345178, 0.4639169785532362, 0.7542872616690368, 0.9369392354188464, 0.9506122773557211, 0.9976475426365999, 0.9987020584445931, 0.9990077817840336, 0.9998546263553562, 0.9765244695865228, -1, 0.9948119270217323]","[-9, -8, -9, -7, -5, -6, -4, -5, -6, -4, -3, -5, -6, -5, -3]","[3, 2.049387722644279, 3.0470352652808788, 1.0496311483916925, -0.948384415176375, 0.051470211178981096, -1.9015787279940648, -1.9015787279940648, -0.9067668009723326, -2.90556709843276, -3.905520328300658, -1.9063620941316453, -0.9080346706784166, -1.897995106908204, -3.894759326121572]","[0.9506122773557211, 0.9976475426365999, 0.9987020584445931, 0.9990077817840336, 0.9998546263553562, 0.9765244695865228, -1, 0.9948119270217323, 0.9994001487302137, 0.9999532298678977, 0.9995791170845064, 0.9983274234532284, 0.989960436229787, 0.998382109606684]"
"[-1, 1, 2, 1, -1, -3, -5, -3, -5, -4, -6, -7, -8, -10, -9]","[-6, -6, -6.99968966832811, -5.999755576702899, -4.002713120507462, -2.0126407378654068, -0.037532326981951414, -1.890105672361944, -1.890105672361944, -2.479766054906609, -2.1378863888408124, -2.1378863888408124, -2.1378863888408124, -2.1378863888408124, -2.1378863888408124]","[-1, 0.9996896683281105, 0.9999340916252112, 0.9985212280977185, 0.9950361913210277, 0.9875542054417277, 0.9262866726899961, -1, 0.5896603825446651, 0.3418796660657967, -1, -1, -1, -1]","[-3, -2, -4, -3, -2, -3, -1, 1, 2, 1, -1, -3, -5, -3, -5]","[-3, -4.428009024149766, -2.457323191693435, -3.457223414690529, -4.457201913636998, -3.458678897394978, -4.451270630078364, -4.451270630078364, -5.450960298406475, -4.451026206781264, -2.453983750585827, -0.4639113679437714, 1.511197042939684, -0.34137630244030825, -0.34137630244030825]","[0.7140045120748828, 0.9853429162281652, 0.9999002229970939, 0.9999784989464683, 0.9985230162420197, 0.4962958663416932, -1, 0.9996896683281105, 0.9999340916252112, 0.9985212280977185, 0.9950361913210277, 0.9875542054417277, 0.9262866726899961, -1]","[-8, -9, -10, -8, -7, -8, -10, -8, -6, -4, -3, -4, -6, -5, -6]","[-2, -2, -2, -2, -2.6837593321315936, -2.094098949586928, -0.24152560420693603, -2.216634015090391, -4.206706397732447, -6.203748853927884, -7.203682945553095, -6.203993277224985, -5.211401544541598, -6.209924560783618, -5.209946061837149]","[-1, -1, -1, 0.3418796660657967, 0.5896603825446651, 0.9262866726899961, 0.9875542054417277, 0.9950361913210277, 0.9985212280977185, 0.9999340916252112, 0.9996896683281105, 0.4962958663416932, 0.9985230162420197, 0.9999784989464683]","[-10, -8, -6, -4, -3, -4, -6, -5, -6, -7, -5, -4, -6, -8, -7]","[-1, -2.9751084108834553, -4.96518079352551, -6.962223249720948, -7.962157341346159, -6.962467673018049, -5.969875940334662, -6.9683989565766815, -5.968420457630213, -4.968520234633119, -6.939206067089449, -6.939206067089449, -6.225201555014566, -4.411956468806375, -5.411762605485836]","[0.9875542054417277, 0.9950361913210277, 0.9985212280977185, 0.9999340916252112, 0.9996896683281105, 0.4962958663416932, 0.9985230162420197, 0.9999784989464683, 0.9999002229970939, 0.9853429162281652, -1, 0.7140045120748828, 0.9066225431040954, 0.9998061366794607]"
"[-1, 0, 1, 2, 4, 2, 0, -2, -1, -2, -4, -6, -7, -8, -10]","[-4, -4.983357131777587, -4.983357131777587, -5.911202095441761, -7.905624120177164, -5.912290803913734, -3.924194552500881, -1.9485398525117583, -2.8984565277961627, -2.8984565277961627, -2.8984565277961627, -2.8984565277961627, -2.8984565277961627, -2.8984565277961627, -2.8984565277961627]","[0.9833571317775869, -1, 0.9278449636641741, 0.9972110123677013, 0.9966666581317147, 0.9940481257064266, 0.9878273499945615, 0.9499166752844045, -1, -1, -1, -1, -1, -1]","[-5, -4, -3, -2, -1, 1, -1, 0, 1, 2, 4, 2, 0, -2, -1]","[0, -0.999925466216316, -1.9996567398016993, -1.9996567398016993, -3.973774345967863, -5.970637746402481, -3.974739170165759, -4.958096301943346, -4.958096301943346, -5.885941265607521, -7.880363290342923, -5.887029974079494, -3.8989337226666403, -1.9232790226775174, -2.873195697961922]","[0.999925466216316, 0.9997312735853835, -1, 0.9870588030830817, 0.9984317002173092, 0.9979492881183611, 0.9833571317775869, -1, 0.9278449636641741, 0.9972110123677013, 0.9966666581317147, 0.9940481257064266, 0.9878273499945615, 0.9499166752844045]","[-10, -9, -11, -12, -10, -11, -9, -7, -5, -7, -8, -6, -7, -5, -7]","[-3, -3, -3, -3, -3, -2.0500833247155956, -4.025738024704719, -6.013834276117572, -8.007167592381002, -6.012745567645599, -5.084900603981424, -5.084900603981424, -4.101543472203838, -6.09744204844056, -4.100578648005942]","[-1, -1, -1, -1, 0.9499166752844045, 0.9878273499945615, 0.9940481257064266, 0.9966666581317147, 0.9972110123677013, 0.9278449636641741, -1, 0.9833571317775869, 0.9979492881183611, 0.9984317002173092]","[-9, -7, -5, -7, -8, -6, -7, -5, -7, -9, -8, -9, -10, -8, -7]","[-4, -5.988096251412854, -7.981429567676283, -5.98700754294088, -5.059162579276706, -5.059162579276706, -4.075805447499119, -6.071704023735841, -4.074840623301223, -3.087781820218141, -3.087781820218141, -2.0880505466327577, -1.0881250804164417, -3.08531561953279, -4.08174884069172]","[0.9940481257064266, 0.9966666581317147, 0.9972110123677013, 0.9278449636641741, -1, 0.9833571317775869, 0.9979492881183611, 0.9984317002173092, 0.9870588030830817, -1, 0.9997312735853835, 0.999925466216316, 0.9985952695581742, 0.9964332211589295]"
